title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;url
Shantae: Half-Genie Hero;Wii U;XSEED Games;Dec 20, 2016;80;9;7;2;0;8.5;4;3;1;0;WayForward;;;;;;;https://www.metacritic.com/game/wii-u/shantae-half-genie-hero
SDK Spriter;Wii U;HullBreach Studios;Dec 15, 2016;;;;;;tbd;;;;;HullBreach Studios;;;;;;;https://www.metacritic.com/game/wii-u/sdk-spriter
Breakout Defense;Wii U;nuGAME;Dec 15, 2016;;;;;;tbd;;;;;nuGAME;;;;;;;https://www.metacritic.com/game/wii-u/breakout-defense
Scribble;Wii U;Bear Box Media;Dec 15, 2016;72;4;1;3;0;tbd;;;;;Bear Box Media;;;;;;;https://www.metacritic.com/game/wii-u/scribble
Excitebots: Trick Racing;Wii U;Nintendo;Dec 15, 2016;;;;;;tbd;0;0;0;0;Nintendo;;;;;;;https://www.metacritic.com/game/wii-u/excitebots-trick-racing
Minecraft: Story Mode - A Telltale Games Series - The Complete Adventure;Wii U;Telltale Games;Dec 13, 2016;;;;;;tbd;0;0;0;0;Telltale Games;;;;;;;https://www.metacritic.com/game/wii-u/minecraft-story-mode---a-telltale-games-series---the-complete-adventure
Teslapunk;Wii U;klutzGames;Dec  8, 2016;62;5;1;4;0;tbd;0;0;0;0;klutzGames;;;;;;;https://www.metacritic.com/game/wii-u/teslapunk
Bridge Constructor Playground;Wii U;Joindots;Dec  8, 2016;;;;;;tbd;;;;;Joindots;;;;;;;https://www.metacritic.com/game/wii-u/bridge-constructor-playground
Shoot the Ball;Wii U;RCMADIAX;Dec  1, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/shoot-the-ball
Citadale: Gate of Souls;Wii U;Nitrolic Games;Nov 24, 2016;;;;;;tbd;1;0;0;1;Ezekiel Rage;;;;;;;https://www.metacritic.com/game/wii-u/citadale-gate-of-souls
Octocopter: Super Sub Squid Escape;Wii U;TACS Games;Nov 24, 2016;;;;;;tbd;;;;;TACS Games;;;;;;;https://www.metacritic.com/game/wii-u/octocopter-super-sub-squid-escape
Exile's End;Wii U;XSEED Games;Nov 22, 2016;58;4;0;4;0;tbd;0;0;0;0;MagneticRealms;;;;;;;https://www.metacritic.com/game/wii-u/exiles-end
Swap Fire;Wii U;Midnight Status;Nov 18, 2016;;;;;;6.0;3;2;1;0;Midnight Status;;;;;;;https://www.metacritic.com/game/wii-u/swap-fire
Ohayou! Beginner's Japanese;Wii U;Finger Gun Games;Nov 17, 2016;;;;;;tbd;;;;;Finger Gun Games;;;;;;;https://www.metacritic.com/game/wii-u/ohayou!-beginners-japanese
SteamWorld Collection;Wii U;Rising Star Games;Nov 15, 2016;;;;;;tbd;0;0;0;0;Image & Form;;;;;;;https://www.metacritic.com/game/wii-u/steamworld-collection
Dungeon Hearts DX;Wii U;Wolfgame;Nov 10, 2016;;;;;;tbd;;;;;Wolfgame;;;;;;;https://www.metacritic.com/game/wii-u/dungeon-hearts-dx
Twisted Fusion;Wii U;Leuvsion;Nov  3, 2016;36;4;0;1;3;tbd;;;;;Leuvsion;;;;;;;https://www.metacritic.com/game/wii-u/twisted-fusion
Pinball Breakout;Wii U;nuGAME;Nov  3, 2016;;;;;;tbd;;;;;nuGAME;;;;;;;https://www.metacritic.com/game/wii-u/pinball-breakout
Gravity+;Wii U;Nitrolic Games;Nov  3, 2016;;;;;;tbd;;;;;Nitrolic Games;;;;;;;https://www.metacritic.com/game/wii-u/gravity+
Solitaire;Wii U;Sanuk Games;Oct 27, 2016;;;;;;tbd;;;;;Sanuk Games;;;;;;;https://www.metacritic.com/game/wii-u/solitaire
Demonic Karma Summoner;Wii U;GNOBSOFTWARE;Oct 27, 2016;;;;;;tbd;;;;;GNOBSOFTWARE;;;;;;;https://www.metacritic.com/game/wii-u/demonic-karma-summoner
Ectoplaza;Wii U;Syndicate Atomic, LLC;Oct 27, 2016;;;;;;tbd;2;2;0;0;Syndicate Atomic, LLC;;;;;;;https://www.metacritic.com/game/wii-u/ectoplaza
Just Dance 2017;Wii U;Ubisoft;Oct 25, 2016;;;;;;7.1;1;0;1;0;Ubisoft Paris;;;;;;;https://www.metacritic.com/game/wii-u/just-dance-2017
Shooting Range by Thornbury Software;Wii U;Thornbury Software;Oct 21, 2016;;;;;;tbd;;;;;Thornbury Software;;;;;;;https://www.metacritic.com/game/wii-u/shooting-range-by-thornbury-software
SteamWorld Heist;Wii U;Image & Form;Oct 20, 2016;87;7;6;1;0;7.9;2;2;0;0;Image & Form;;;;;;;https://www.metacritic.com/game/wii-u/steamworld-heist
Super Destronaut 2: Go Duck Yourself;Wii U;Petite Games;Oct 20, 2016;;;;;;tbd;;;;;Petite Games;;;;;;;https://www.metacritic.com/game/wii-u/super-destronaut-2-go-duck-yourself
Pirate Pop Plus;Wii U;13AM Games;Oct 20, 2016;68;6;2;4;0;tbd;0;0;0;0;Dadako Studios;;;;;;;https://www.metacritic.com/game/wii-u/pirate-pop-plus
Retro Road Rumble;Wii U;Sketchy Coyote Interactive LLC;Oct 20, 2016;;;;;;tbd;;;;;Sketchy Coyote Interactive LLC;;;;;;;https://www.metacritic.com/game/wii-u/retro-road-rumble
Mr. Pumpkin Adventure;Wii U;CIRCLE Entertainment;Oct 20, 2016;;;;;;tbd;0;0;0;0;CottonGame;;;;;;;https://www.metacritic.com/game/wii-u/mr-pumpkin-adventure
Fire: Ungh's Quest;Wii U;Daedalic Entertainment;Oct 20, 2016;;;;;;tbd;;;;;Daedalic Entertainment;;;;;;;https://www.metacritic.com/game/wii-u/fire-unghs-quest
Skylanders Imaginators;Wii U;Activision;Oct 16, 2016;77;5;4;1;0;7.1;1;1;0;0;Toys for Bob;;;;;;;https://www.metacritic.com/game/wii-u/skylanders-imaginators
Bit Dungeon+;Wii U;Dolores Entertainment SL;Oct 13, 2016;;;;;;tbd;1;0;1;0;KintoGames;;;;;;;https://www.metacritic.com/game/wii-u/bit-dungeon+
Mahjong;Wii U;Sanuk Games;Oct 13, 2016;;;;;;tbd;;;;;Sanuk Games;;;;;;;https://www.metacritic.com/game/wii-u/mahjong
ACT IT OUT! A Game of Charades;Wii U;Snap Finger Click Ltd;Oct 10, 2016;;;;;;tbd;;;;;Snap Finger Click Ltd;;;;;;;https://www.metacritic.com/game/wii-u/act-it-out!-a-game-of-charades
Paper Mario: Color Splash;Wii U;Nintendo;Oct  7, 2016;76;74;51;22;1;7.2;103;61;20;22;Nintendo, Intelligent Systems;Role-Playing, Japanese-Style;No Online Multiplayer;E;Naohiko Aoyama;;Shigemitsu Goto, Takeru Kanazaki, Fumihiro Isobe;https://www.metacritic.com/game/wii-u/paper-mario-color-splash
Ninja Pizza Girl;Wii U;Disparity Games;Oct  6, 2016;;;;;;tbd;;;;;Disparity Games;;;;;;;https://www.metacritic.com/game/wii-u/ninja-pizza-girl
Hurry Up! Bird Hunter;Wii U;EnjoyUp Games;Oct  6, 2016;;;;;;tbd;;;;;;;;;;;;https://www.metacritic.com/game/wii-u/hurry-up!-bird-hunter
PSIBO;Wii U;NAMI TENTOU MUSHI;Oct  6, 2016;;;;;;tbd;0;0;0;0;NAMI TENTOU MUSHI;;;;;;;https://www.metacritic.com/game/wii-u/psibo
SKORB;Wii U;Stereo Chromatic LLC;Oct  6, 2016;;;;;;tbd;;;;;Stereo Chromatic LLC;;;;;;;https://www.metacritic.com/game/wii-u/skorb
SteamWorld Heist: The Outsider;Wii U;Image & Form;Sep 30, 2016;;;;;;tbd;;;;;Image & Form;;;;;;;https://www.metacritic.com/game/wii-u/steamworld-heist-the-outsider
Soul Axiom;Wii U;Wales Interactive Ltd.;Sep 29, 2016;45;4;0;1;3;tbd;0;0;0;0;Wales Interactive Ltd.;;;;;;;https://www.metacritic.com/game/wii-u/soul-axiom
Quest of Dungeons;Wii U;Upfall Studios;Sep 29, 2016;;;;;;tbd;;;;;Upfall Studios;;;;;;;https://www.metacritic.com/game/wii-u/quest-of-dungeons
Dreamals: Dream Quest;Wii U;Xiness;Sep 29, 2016;;;;;;tbd;;;;;Xiness;;;;;;;https://www.metacritic.com/game/wii-u/dreamals-dream-quest
Archery by Thornbury Software;Wii U;Thornbury Software;Sep 29, 2016;;;;;;tbd;;;;;Thornbury Software;;;;;;;https://www.metacritic.com/game/wii-u/archery-by-thornbury-software
Severed;Wii U;DrinkBox Studios;Sep 22, 2016;83;8;6;2;0;8.4;1;1;0;0;DrinkBox Studios;;;;;;;https://www.metacritic.com/game/wii-u/severed
Titan's Tower;Wii U;RCMADIAX;Sep 22, 2016;;;;;;tbd;1;0;1;0;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/titans-tower
Laser Blaster;Wii U;Petite Games;Sep 22, 2016;;;;;;tbd;;;;;Petite Games;;;;;;;https://www.metacritic.com/game/wii-u/laser-blaster
Double Breakout;Wii U;nuGAME;Sep 22, 2016;;;;;;tbd;;;;;nuGAME;;;;;;;https://www.metacritic.com/game/wii-u/double-breakout
Wings of Magloryx;Wii U;Arbelos Interactive;Sep 22, 2016;;;;;;tbd;;;;;Arbelos Interactive;;;;;;;https://www.metacritic.com/game/wii-u/wings-of-magloryx
Noitu Love: Devolution;Wii U;MP2 Games;Sep 15, 2016;79;7;6;1;0;7.2;1;1;0;0;Konjak, MP2 Games;;;;;;;https://www.metacritic.com/game/wii-u/noitu-love-devolution
Shooty Space;Wii U;RCMADIAX;Sep 15, 2016;;;;;;tbd;0;0;0;0;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/shooty-space
Brick Breaker;Wii U;Sanuk Games;Sep 15, 2016;;;;;;tbd;;;;;Sanuk Games;;;;;;;https://www.metacritic.com/game/wii-u/brick-breaker
Aenigma Os;Wii U;Akies Games;Sep 15, 2016;;;;;;tbd;;;;;Akies Games;;;;;;;https://www.metacritic.com/game/wii-u/aenigma-os
Gear Gauntlet;Wii U;Crystalline Green Ltd.;Sep 15, 2016;;;;;;tbd;;;;;Crystalline Green Ltd., Drop Dead Interactive;;;;;;;https://www.metacritic.com/game/wii-u/gear-gauntlet
Rock 'N Racing Grand Prix;Wii U;EnjoyUp Games;Sep 15, 2016;;;;;;tbd;0;0;0;0;EnjoyUp Games;;;;;;;https://www.metacritic.com/game/wii-u/rock-n-racing-grand-prix
Touch Selections;Wii U;RCMADIAX;Sep  8, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/touch-selections
Jotun: Valhalla Edition;Wii U;Thunder Lotus Games;Sep  8, 2016;79;9;6;3;0;6.4;2;0;0;2;Thunder Lotus Games;;;;;;;https://www.metacritic.com/game/wii-u/jotun-valhalla-edition
Letter Quest: Grimm's Journey Remastered;Wii U;Digerati Distribution;Sep  8, 2016;;;;;;tbd;1;0;1;0;Digerati Distribution, Digerati;;;;;;;https://www.metacritic.com/game/wii-u/letter-quest-grimms-journey-remastered
Tetraminos;Wii U;Sanuk Games;Sep  8, 2016;;;;;;tbd;;;;;Sanuk Games;;;;;;;https://www.metacritic.com/game/wii-u/tetraminos
Rorrim;Wii U;Nitrolic Games;Sep  8, 2016;;;;;;tbd;;;;;Nitrolic Games;;;;;;;https://www.metacritic.com/game/wii-u/rorrim
The Gem Collector;Wii U;TreeFall Studios;Sep  8, 2016;;;;;;tbd;;;;;TreeFall Studios;;;;;;;https://www.metacritic.com/game/wii-u/the-gem-collector
SphereZor;Wii U;James Guard;Sep  8, 2016;;;;;;tbd;;;;;James Guard;;;;;;;https://www.metacritic.com/game/wii-u/spherezor
Axiom Verge;Wii U;Tom Happ;Sep  1, 2016;89;8;7;1;0;8.6;4;3;0;1;Tom Happ;;;;;;;https://www.metacritic.com/game/wii-u/axiom-verge
Panda Love;Wii U;RCMADIAX;Sep  1, 2016;;;;;;tbd;1;0;1;0;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/panda-love
Tallowmere;Wii U;Chris McFarland;Sep  1, 2016;;;;;;tbd;;;;;Chris McFarland;;;;;;;https://www.metacritic.com/game/wii-u/tallowmere
Free Balling;Wii U;Skunk Software;Sep  1, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/free-balling
140;Wii U;Double Fine Productions;Sep  1, 2016;;;;;;tbd;;;;;Jeppe Carlsen;;;;;;;https://www.metacritic.com/game/wii-u/140
Alice in Wonderland;Wii U;Brave Rock Games;Sep  1, 2016;;;;;;tbd;;;;;Brave Rock Games;;;;;;;https://www.metacritic.com/game/wii-u/alice-in-wonderland
Piano Teacher;Wii U;Skunk Software;Sep  1, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/piano-teacher
Super Hero Math;Wii U;Skunk Software;Sep  1, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/super-hero-math
Skunky B's Super Slots Saga #1;Wii U;Skunk Software;Sep  1, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/skunky-bs-super-slots-saga-1
The First Skunk Bundle;Wii U;Skunk Software;Sep  1, 2016;;;;;;3.0;2;1;0;1;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/the-first-skunk-bundle
Games for Toddlers;Wii U;Skunk Software;Sep  1, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/games-for-toddlers
Shadow Archer;Wii U;Ultra Dolphin Revolution;Aug 25, 2016;;;;;;tbd;0;0;0;0;Ultra Dolphin Revolution;;;;;;;https://www.metacritic.com/game/wii-u/shadow-archer
Armikrog;Wii U;Versus Evil;Aug 23, 2016;56;4;0;3;1;6.3;1;1;0;0;Pencil Test Studios;;;;;;;https://www.metacritic.com/game/wii-u/armikrog
PONCHO;Wii U;Rising Star Games;Aug 18, 2016;;;;;;tbd;2;1;1;0;Delve Interactive;;;;;;;https://www.metacritic.com/game/wii-u/poncho
Word Logic by POWGI;Wii U;Lightwood Games;Aug 18, 2016;;;;;;tbd;0;0;0;0;Lightwood Games;;;;;;;https://www.metacritic.com/game/wii-u/word-logic-by-powgi
Blasting Agent: Ultimate Edition;Wii U;Ratalaika Games;Aug 18, 2016;;;;;;tbd;0;0;0;0;Ratalaika Games;;;;;;;https://www.metacritic.com/game/wii-u/blasting-agent-ultimate-edition
Adventure Party: Cats and Caverns;Wii U;E-Regular Games LLC;Aug 18, 2016;;;;;;tbd;;;;;E-Regular Games LLC;;;;;;;https://www.metacritic.com/game/wii-u/adventure-party-cats-and-caverns
MikroGame: Rotator;Wii U;Studio de la Torre;Aug 18, 2016;;;;;;tbd;;;;;Studio de la Torre;;;;;;;https://www.metacritic.com/game/wii-u/mikrogame-rotator
Collateral Thinking;Wii U;Astrosaurus Games;Aug 18, 2016;;;;;;tbd;;;;;Astrosaurus Games;;;;;;;https://www.metacritic.com/game/wii-u/collateral-thinking
Tadpole Treble;Wii U;BitFinity;Aug 11, 2016;85;5;5;0;0;8.0;1;1;0;0;BitFinity;;;;;;;https://www.metacritic.com/game/wii-u/tadpole-treble
360 Breakout;Wii U;nuGAME;Aug 11, 2016;;;;;;tbd;;;;;nuGAME;;;;;;;https://www.metacritic.com/game/wii-u/360-breakout
Surfin' Sam: Attack of the Aqualites;Wii U;Slyon Studios LLC;Aug 11, 2016;;;;;;tbd;;;;;Slyon Studios LLC;;;;;;;https://www.metacritic.com/game/wii-u/surfin-sam-attack-of-the-aqualites
Dragon Skills;Wii U;Joindots;Aug  4, 2016;;;;;;tbd;0;0;0;0;StarGush Entertainment;;;;;;;https://www.metacritic.com/game/wii-u/dragon-skills
Overworld Defender Remix;Wii U;Stereo Chromatic LLC;Aug  4, 2016;;;;;;tbd;;;;;Stereo Chromatic LLC;;;;;;;https://www.metacritic.com/game/wii-u/overworld-defender-remix
Dracula's Legacy;Wii U;Joindots;Jul 28, 2016;;;;;;tbd;;;;;JetDogs Studios;;;;;;;https://www.metacritic.com/game/wii-u/draculas-legacy
3Souls;Wii U;Red Column;Jul 28, 2016;49;4;0;3;1;6.7;0;0;0;0;Red Column;;;;;;;https://www.metacritic.com/game/wii-u/3souls
Bloc;Wii U;Cragworks;Jul 28, 2016;;;;;;tbd;;;;;Calvin Tham / Perry Burkum;;;;;;;https://www.metacritic.com/game/wii-u/bloc
Vektor Wars;Wii U;Super Icon Limited;Jul 28, 2016;;;;;;tbd;0;0;0;0;Super Icon Limited;;;;;;;https://www.metacritic.com/game/wii-u/vektor-wars
Hot Rod Racer;Wii U;ZeNfA Productions;Jul 21, 2016;;;;;;tbd;;;;;ZeNfA Productions;;;;;;;https://www.metacritic.com/game/wii-u/hot-rod-racer
Buddy & Me: Dream Edition;Wii U;Sunbreak Games;Jul 21, 2016;63;5;1;4;0;tbd;0;0;0;0;Sunbreak Games;;;;;;;https://www.metacritic.com/game/wii-u/buddy-me-dream-edition
Defend your Crypt;Wii U;Ratalaika Games;Jul 21, 2016;;;;;;tbd;;;;;Ratalaika Games;;;;;;;https://www.metacritic.com/game/wii-u/defend-your-crypt
Humanitarian Helicopter;Wii U;Peaceful Games;Jul 21, 2016;;;;;;tbd;;;;;Peaceful Games;;;;;;;https://www.metacritic.com/game/wii-u/humanitarian-helicopter
Jackpot 777;Wii U;RCMADIAX;Jul 14, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/jackpot-777
Reptilian Rebellion;Wii U;Herrero;Jul 14, 2016;;;;;;tbd;1;0;1;0;Herrero;;;;;;;https://www.metacritic.com/game/wii-u/reptilian-rebellion
Chroma Blast;Wii U;WizByte Games;Jul 14, 2016;;;;;;tbd;;;;;WizByte Games;;;;;;;https://www.metacritic.com/game/wii-u/chroma-blast
Tumblestone;Wii U;The Quantum Astrophysicists Guild;Jul 12, 2016;82;4;2;2;0;tbd;0;0;0;0;Ty Taylor and Mario Castaneda;;;;;;;https://www.metacritic.com/game/wii-u/tumblestone
Tap Tap Arcade 2;Wii U;RCMADIAX;Jul  7, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/tap-tap-arcade-2
STEEL LORDS;Wii U;nuGAME;Jul  7, 2016;;;;;;tbd;;;;;nuGAME;;;;;;;https://www.metacritic.com/game/wii-u/steel-lords
Ziggurat;Wii U;Milkstone Studios;Jun 30, 2016;;;;;;tbd;1;0;1;0;Milkstone Studios;;;;;;;https://www.metacritic.com/game/wii-u/ziggurat
Invanoid;Wii U;RCMADIAX;Jun 30, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/invanoid
Prism Pets;Wii U;Intropy Games;Jun 30, 2016;;;;;;tbd;;;;;Mouse Potato Games;;;;;;;https://www.metacritic.com/game/wii-u/prism-pets
LEGO Star Wars: The Force Awakens;Wii U;Warner Bros. Interactive Entertainment;Jun 28, 2016;74;6;4;2;0;7.9;2;2;0;0;TT Games;;;;;;;https://www.metacritic.com/game/wii-u/lego-star-wars-the-force-awakens
Tokyo Mirage Sessions #FE;Wii U;Nintendo;Jun 24, 2016;80;62;48;14;0;7.9;81;67;9;5;Atlus;General, Fantasy, Role-Playing, Strategy, Turn-Based, Japanese-Style, General;No Online Multiplayer;T;;;Yoshiaki Fujisawa;https://www.metacritic.com/game/wii-u/tokyo-mirage-sessions-fe
Mario & Sonic at the Rio 2016 Olympic Games;Wii U;Nintendo;Jun 24, 2016;65;26;7;17;2;7.9;15;8;2;5;Nintendo, Sega Sports R&D;;;;Hiroshi Miyamoto;;SEGA Sound Team;https://www.metacritic.com/game/wii-u/mario-sonic-at-the-rio-2016-olympic-games
Tokyo Mirage Sessions #FE - EXPedition Hunter;Wii U;Nintendo;Jun 24, 2016;;;;;;tbd;;;;;Atlus;;;;;;;https://www.metacritic.com/game/wii-u/tokyo-mirage-sessions-fe---expedition-hunter
Tokyo Mirage Sessions #FE - Masterful Hunter;Wii U;Nintendo;Jun 24, 2016;;;;;;tbd;;;;;Atlus;;;;;;;https://www.metacritic.com/game/wii-u/tokyo-mirage-sessions-fe---masterful-hunter
Tokyo Mirage Sessions #FE - Savage Hunter;Wii U;Nintendo;Jun 24, 2016;;;;;;tbd;;;;;Atlus;;;;;;;https://www.metacritic.com/game/wii-u/tokyo-mirage-sessions-fe---savage-hunter
Tokyo Mirage Sessions #FE - Tokyo Millennium Collection;Wii U;Nintendo;Jun 24, 2016;;;;;;tbd;;;;;Atlus;;;;;;;https://www.metacritic.com/game/wii-u/tokyo-mirage-sessions-fe---tokyo-millennium-collection
Star Sky 2;Wii U;JMJ;Jun 23, 2016;;;;;;tbd;;;;;Marten Jonsson;;;;;;;https://www.metacritic.com/game/wii-u/star-sky-2
Splashy Duck;Wii U;RCMADIAX;Jun 23, 2016;;;;;;tbd;;;;;RCMADIAX;;;;;;;https://www.metacritic.com/game/wii-u/splashy-duck
Educational Pack of Kids Games;Wii U;Skunk Software;Jun 23, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/educational-pack-of-kids-games
Blackjack 21;Wii U;Skunk Software;Jun 23, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/blackjack-21
Rubik's Cube;Wii U;Cypronia;Jun 23, 2016;;;;;;tbd;;;;;Cypronia;;;;;;;https://www.metacritic.com/game/wii-u/rubiks-cube
Mighty No. 9;Wii U;Deep Silver;Jun 21, 2016;48;9;0;7;2;4.3;23;7;3;13;Inti Creates;;;;;;;https://www.metacritic.com/game/wii-u/mighty-no-9
Terraria;Wii U;505 Games;Jun 16, 2016;;;;;;7.1;2;1;1;0;Engine Software, Re-Logic;;;;;;;https://www.metacritic.com/game/wii-u/terraria
Run Run and Die;Wii U;EnjoyUp Games;Jun 16, 2016;;;;;;tbd;0;0;0;0;EnjoyUp Games;;;;;;;https://www.metacritic.com/game/wii-u/run-run-and-die
Twin Robots;Wii U;Ratalaika Games;Jun 16, 2016;;;;;;tbd;;;;;Ratalaika Games;;;;;;;https://www.metacritic.com/game/wii-u/twin-robots
Olympia Rising;Wii U;PlayEveryWare Games;Jun  9, 2016;64;4;0;4;0;tbd;2;1;0;1;PlayEveryWare Games, Paleozoic;;;;;;;https://www.metacritic.com/game/wii-u/olympia-rising
Kick & Fennick;Wii U;Abstraction Games;Jun  2, 2016;;;;;;tbd;;;;;Abstraction Games;;;;;;;https://www.metacritic.com/game/wii-u/kick-fennick
B3 Game Expo For Bees;Wii U;Famous Gamous;Jun  2, 2016;;;;;;tbd;1;1;0;0;Famous Gamous;;;;;;;https://www.metacritic.com/game/wii-u/b3-game-expo-for-bees
153 Hand Video Poker;Wii U;Skunk Software;Jun  2, 2016;;;;;;tbd;;;;;Skunk Software;;;;;;;https://www.metacritic.com/game/wii-u/153-hand-video-poker
Dragon Fantasy: The Black Tome of Ice;Wii U;Choice Provisions;May 26, 2016;;;;;;tbd;0;0;0;0;The Muteki Corporation;;;;;;;https://www.metacritic.com/game/wii-u/dragon-fantasy-the-black-tome-of-ice
Rynn's Adventure: Trouble in the Enchanted Forest;Wii U;Arcane Four Studios;May 26, 2016;;;;;;tbd;0;0;0;0;Arcane Four Studios;;;;;;;https://www.metacritic.com/game/wii-u/rynns-adventure-trouble-in-the-enchanted-forest
Dual Core;Wii U;Gray Fin Studios;May 26, 2016;;;;;;tbd;;;;;Gray Fin Studios;;;;;;;https://www.metacritic.com/game/wii-u/dual-core
Futuridium EP Deluxe;Wii U;MixedBag Srl;May 26, 2016;82;4;3;1;0;tbd;0;0;0;0;MixedBag Srl;;;;;;;https://www.metacritic.com/game/wii-u/futuridium-ep-deluxe
Chompy Chomp Chomp Party;Wii U;Utopian World of Sandwiches;May 19, 2016;;;;;;tbd;0;0;0;0;Utopian World of Sandwiches;;;;;;;https://www.metacritic.com/game/wii-u/chompy-chomp-chomp-party
Sweetest Thing;Wii U;Joindots;May 19, 2016;;;;;;tbd;;;;;Joindots;;;;;;;https://www.metacritic.com/game/wii-u/sweetest-thing
PixelJunk Monsters;Wii U;Double Eleven;May 19, 2016;73;5;2;3;0;tbd;;;;;Double Eleven;;;;;;;https://www.metacritic.com/game/wii-u/pixeljunk-monsters
Super Meat Boy;Wii U;BlitWorks;May 12, 2016;83;5;4;1;0;7.8;5;5;0;0;BlitWorks;;;;;;;https://www.metacritic.com/game/wii-u/super-meat-boy
Tachyon Project;Wii U;Eclipse Games;May 12, 2016;;;;;;tbd;0;0;0;0;Eclipse Games;;;;;;;https://www.metacritic.com/game/wii-u/tachyon-project
Queen's Garden;Wii U;Joindots;May 12, 2016;;;;;;tbd;;;;;Seven Sails;;;;;;;https://www.metacritic.com/game/wii-u/queens-garden
Color Symphony 2;Wii U;REMIMORY;May 12, 2016;;;;;;tbd;;;;;REMIMORY;;;;;;;https://www.metacritic.com/game/wii-u/color-symphony-2
8Bit Hero;Wii U;RighteousWeasel;May 12, 2016;;;;;;tbd;;;;;Sean Garland;;;;;;;https://www.metacritic.com/game/wii-u/8bit-hero
The Book of Unwritten Tales 2;Wii U;The Adventure Company;May 10, 2016;;;;;;tbd;0;0;0;0;KING Art;;;;;;;https://www.metacritic.com/game/wii-u/the-book-of-unwritten-tales-2
The Beggar's Ride;Wii U;Bad Seed;May  5, 2016;;;;;;tbd;;;;;Bad Seed;;;;;;;https://www.metacritic.com/game/wii-u/the-beggars-ride
PixelMaker;Wii U;Nostatic Software;May  5, 2016;;;;;;tbd;;;;;Nostatic Software;;;;;;;https://www.metacritic.com/game/wii-u/pixelmaker
Sudoku and Permudoku;Wii U;Diplodocus Games;May  5, 2016;;;;;;tbd;0;0;0;0;Diplodocus Games;;;;;;;https://www.metacritic.com/game/wii-u/sudoku-and-permudoku
SpaceRoads;Wii U;Wurd Industries;May  5, 2016;;;;;;tbd;;;;;Wurd Industries;;;;;;;https://www.metacritic.com/game/wii-u/spaceroads
Midnight 2;Wii U;Petite Games;May  5, 2016;;;;;;tbd;;;;;Petite Games;;;;;;;https://www.metacritic.com/game/wii-u/midnight-2
Escape From Flare Industries;Wii U;Helix Games;May  5, 2016;;;;;;tbd;;;;;Team Alpha;;;;;;;https://www.metacritic.com/game/wii-u/escape-from-flare-industries
Lost Reavers;Wii U;Bandai Namco Games;Apr 28, 2016;46;5;0;3;2;7.2;16;9;1;6;Bandai Namco Games;Action, Role-Playing, General, Action RPG;Up to 4;T;;;;https://www.metacritic.com/game/wii-u/lost-reavers
The Deer God;Wii U;Mobot Studios Inc;Apr 28, 2016;;;;;;tbd;;;;;Cinopt Studios LLC, Mobot Studios Inc;;;;;;;https://www.metacritic.com/game/wii-u/the-deer-god
Star Fox Zero;Wii U;Nintendo;Apr 22, 2016;69;82;36;43;3;7.4;198;128;32;38;PlatinumGames;;;;;;;https://www.metacritic.com/game/wii-u/star-fox-zero
Star Fox Guard;Wii U;Nintendo;Apr 22, 2016;74;33;20;13;0;7.3;15;11;3;1;Nintendo, PlatinumGames;;;;;;;https://www.metacritic.com/game/wii-u/star-fox-guard
Star Fox Zero Double Pack;Wii U;Nintendo;Apr 22, 2016;;;;;;7.9;1;1;0;0;Nintendo, PlatinumGames;;;;;;;https://www.metacritic.com/game/wii-u/star-fox-zero-double-pack
Dreamals;Wii U;Xiness;Apr 21, 2016;68;4;1;3;0;tbd;0;0;0;0;Xiness;;;;;;;https://www.metacritic.com/game/wii-u/dreamals
Blockara;Wii U;Haunted Bees Productions;Apr 21, 2016;;;;;;tbd;;;;;Haunted Bees Productions;;;;;;;https://www.metacritic.com/game/wii-u/blockara
