title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;category;is_portable;is_exclusive
Samurai Warriors 2: Xtreme Legends;PlayStation 2;Koei;2008-03-18;50.0;11;0;8;3;80.0;2;2;0;0;Koei;Beat-'Em-Up, Action;1-4;T;;;;50-;0;0
Samurai Warriors 3;Wii;Nintendo;2010-09-28;55.0;26;7;12;7;73.01;3;1;1;1;Omega Force;;;;;;;50-74;0;1
Samurai Warriors 4;PlayStation 4;Koei Tecmo Games;2014-10-21;76.0;31;18;13;0;76.02;13;12;1;0;Omega Force;Beat-'Em-Up, Action, 3D;1-4;T;;;;75-89;0;0
Samurai Warriors 4 Empires;PlayStation 4;Koei Tecmo Games;2016-03-15;71.0;29;13;16;0;71.02;11;7;2;2;Omega Force;;;;;;;50-74;0;0
Samurai Warriors 4-II;PlayStation 4;Koei Tecmo Games;2015-09-29;73.0;26;12;14;0;68.98;5;4;1;0;Omega Force;Beat-'Em-Up, Action, 3D;1-4;T;;;;50-74;0;0
Samurai Warriors Chronicles;3DS;Koei Tecmo Games;2011-03-27;61.0;30;5;23;2;78.01;17;16;0;1;Omega Force;Beat-'Em-Up, Action, 2D;No Online Multiplayer;T;;;;50-74;1;1
Samurai Warriors Chronicles 3;3DS;Koei Tecmo Games;2015-06-30;63.0;13;1;12;0;61.02;3;2;1;0;Omega Force;;;;;;;50-74;1;1
Samurai Warriors: Katana;Wii;Koei;2008-01-16;53.0;30;1;18;11;76.02;2;0;2;0;Koei, Omega Force;Shooter, Action, Tactical, First-Person, Historic;1-4;T;;;;50-74;0;1
Samurai Warriors: Spirit of Sanada;PlayStation 4;Koei Tecmo Games;2017-05-23;74.0;31;14;17;0;66.99;3;1;2;0;Omega Force;;;;;;;50-74;0;0
Samurai Warriors: State of War;Playstation Portable;Koei;2006-03-07;64.0;30;6;22;2;63.98;3;2;1;0;Omega Force;Beat-'Em-Up, Action, 2D;1-4;T;;;;50-74;1;1
Samurai Warriors: Xtreme Legends;PlayStation 2;Koei;2004-11-09;72.0;17;8;9;0;86.02;4;3;0;1;Omega Force;Beat-'Em-Up, Action;1-4;T;;;;50-74;0;1
Samurai Western;PlayStation 2;Atlus;2005-06-07;58.0;34;6;23;5;76.02;2;2;0;0;Acquire;Action Adventure, Fantasy;1-4;M;;;;50-74;0;1
San Francisco Rush 2049;Nintendo 64;Midway;2000-09-07;86.0;6;5;1;0;78.01;14;14;0;0;Midway;;;;;;;75-89;0;0
San Francisco Rush 2049;Dreamcast;Midway;2000-09-06;84.0;17;14;3;0;86.02;12;11;1;0;Midway;;;;;;;75-89;0;0
Sanctum (2011);PC;Coffee Stain Studios;2011-04-15;70.0;22;11;11;0;66.99;74;46;16;12;Coffee Stain Studios;;;;;;;50-74;0;1
Sanctum 2;Xbox 360;Reverb;2013-05-15;77.0;12;8;3;1;48.98;5;3;0;2;Coffee Stain Studios;;;;;;;75-89;0;0
Sanctum 2;PC;Coffee Stain Studios;2013-05-15;77.0;28;21;7;0;76.02;95;44;15;36;Coffee Stain Studios;;;;;;;75-89;0;0
Sands of Destruction;DS;Sega;2010-01-12;63.0;20;5;12;3;78.98;6;4;1;1;Image Epoch;;;;Kyoki Mikage;;Shunsuke Tsuchiya, Kazumi Mitome, Yasunori Mitsuda;50-74;1;1
Sandy Beach;Wii;Konami;2009-01-05;39.0;5;0;1;4;0.0;1;1;0;0;Frozen Codebase;Action, General;1-4;E;;;;50-;0;1
Sang-Froid: Tales of Werewolves;PC;Artifice Studio;2013-04-05;79.0;13;10;3;0;76.99;39;27;8;4;Artifice Studio;;;;;;;75-89;0;1
Sanity: Aiken's Artifact;PC;Fox Interactive;2000-09-26;73.0;20;13;7;0;70.0;0;0;0;0;Monolith Productions;Action, General;1-8;T;;;;50-74;0;1
Santa Fe Mysteries: The Elk Moon Murder;PC;Activision;1996-06-30;59.0;6;2;3;1;0.0;0;0;0;0;Activision;;No Online Multiplayer;;;;;50-74;0;1
Satellite Reign;PC;5 Lives Studios;2015-08-28;75.0;36;26;10;0;76.99;26;14;5;7;5 Lives Studios;;Online Multiplayer;;;;;75-89;0;1
Saturday Morning RPG;Xbox One;Mighty Rabbit Studios;2016-10-26;74.0;5;2;3;0;78.98;2;1;0;1;Mighty Rabbit Studios;;;;;;;50-74;0;0
Saturday Morning RPG;Switch;Limited Run Games;2018-04-26;68.0;10;3;7;0;63.98;2;0;2;0;Joystick Labs LLC;Japanese-Style, Role-Playing;No Online Multiplayer;E10+;;;;50-74;0;0
Sausage Sports Club;Switch;Chris Wade;2018-07-19;66.0;4;1;3;0;66.02;2;2;0;0;Chris Wade;;No Online Multiplayer;;;;;50-74;0;0
Savage 2: A Tortured Soul;PC;S2 Games;2008-01-16;75.0;16;10;6;0;87.03;51;39;4;8;S2 Games;Shooter, Action, Arcade, Fantasy, First-Person;Massively Multiplayer;T;;;;75-89;0;1
Savage Moon;PlayStation 3;Sony Interactive Entertainment;2009-01-29;73.0;22;13;9;0;71.02;3;1;2;0;FluffyLogic;Real-Time, Defense, Strategy, Sci-Fi;No Online Multiplayer;T;;;;50-74;0;1
Savage Skies;PlayStation 2;Bam Entertainment;2002-03-31;56.0;17;2;10;5;0.0;2;1;1;0;iRock Interactive;Shooter, Fantasy, Action, Third-Person;1-4;M;;;;50-74;0;1
Savage: The Battle for Newerth;PC;iGames;2003-09-09;75.0;29;21;8;0;76.02;10;9;0;1;S2 Games;Shooter, Action, Arcade, Fantasy, First-Person;Massively Multiplayer;T;;;;75-89;0;1
Save me Mr Tako: Tasukete Tako-San;Switch;Nicalis;2018-10-30;67.0;18;8;10;0;70.0;3;3;0;0;Nicalis;;No Online Multiplayer;;;;;50-74;0;0
Save the Turtles;DS;Sabarasa Entertainment;2010-03-29;71.0;9;6;2;1;78.98;0;0;0;0;Sabarasa Entertainment;General, Miscellaneous, Puzzle;No Online Multiplayer;E;;;;50-74;1;1
Saw;PC;Konami;2009-10-31;55.0;6;0;4;2;60.0;8;1;6;1;Zombie Studios;;;;;Zachary Sherman, M. Zachary Sherman;;50-74;0;0
Saw;Xbox 360;Konami;2009-10-06;59.0;39;5;27;7;73.01;11;5;5;1;Zombie Studios;;;;;Zachary Sherman, James Wan, M. Zachary Sherman, David Samuel Cohen, Leigh Whannell;;50-74;0;0
Saw;PlayStation 3;Konami;2009-10-06;59.0;41;3;34;4;63.01;7;1;5;1;Zombie Studios;;;;;Zachary Sherman, M. Zachary Sherman;;50-74;0;0
Saw II: Flesh & Blood;PlayStation 3;Konami;2010-10-19;45.0;34;0;15;19;61.99;3;1;0;2;Zombie Studios;;;;;;;50-;0;0
Saw II: Flesh & Blood;Xbox 360;Konami;2010-10-19;47.0;34;1;18;15;51.02;8;1;3;4;Zombie Studios;;;;;;;50-;0;0
Sayonara UmiharaKawase;PC;Agatsuma Entertainment;2015-10-06;73.0;4;2;2;0;0.0;0;0;0;0;Studio Saizensen;;No Online Multiplayer;;;;;50-74;0;1
Scaler;Gamecube;Global Star Software;2004-11-17;69.0;11;3;7;1;73.01;4;2;1;1;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scaler;PlayStation 2;Global Star Software;2004-10-21;70.0;20;6;13;1;85.0;12;9;3;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scaler;Xbox;Global Star Software;2004-10-20;69.0;25;9;15;1;87.97;4;3;1;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scanner Sombre;PC;Introversion Software;2017-04-26;67.0;13;2;10;1;65.0;6;3;2;1;Introversion Software;;No Online Multiplayer;;;;;50-74;0;1
Scarface: Money. Power. Respect.;Playstation Portable;Sierra Entertainment;2006-10-08;58.0;12;0;10;2;31.0;8;1;1;6;Radical Entertainment, Farsight Studios;Modern, Business / Tycoon, Strategy, Management, Turn-Based, Action Adventure, General;1-4;M;;;;50-74;1;1
Scarface: The World Is Yours;PC;Vivendi Games;2006-10-08;73.0;18;9;9;0;76.02;20;14;4;2;Radical Entertainment;Action Adventure, Modern, General;No Online Multiplayer;M;;;;50-74;0;0
Scarface: The World Is Yours;Wii;Sierra Entertainment;2007-06-12;71.0;23;12;9;2;83.98;11;6;2;3;Radical Entertainment;Action Adventure, Modern, General;No Online Multiplayer;M;;;;50-74;0;0
Scarface: The World Is Yours;Xbox;Vivendi Games;2006-10-08;76.0;41;30;10;1;85.0;16;12;2;2;Radical Entertainment;Action Adventure, Modern;No Online Multiplayer;M;;;;75-89;0;0
Scarface: The World Is Yours;PlayStation 2;Vivendi Games;2006-10-08;75.0;46;32;13;1;86.02;25;21;1;3;Radical Entertainment;Action Adventure, Modern;No Online Multiplayer;M;;;;75-89;0;0
Scarygirl;PlayStation 3;Square Enix;2012-01-24;66.0;7;2;4;1;60.0;0;0;0;0;TikGames;;;;;;;50-74;0;0
Scarygirl;Xbox 360;Square Enix;2012-01-18;63.0;33;9;21;3;73.01;1;1;0;0;TikGames;;;;;;;50-74;0;0
Scene It? Box Office Smash;Xbox 360;Microsoft Game Studios;2008-10-28;76.0;32;24;8;0;73.98;4;3;0;1;Krome Studios, Screenlife Games;Trivia / Game Show, Miscellaneous;1-4;T;;;;75-89;0;1
Scene It? Bright Lights! Big Screen!;Wii;Warner Bros. Interactive Entertainment;2009-11-17;54.0;8;0;4;4;0.0;0;0;0;0;Artificial Mind and Movement;Trivia / Game Show, Miscellaneous;1-4;T;;;;50-74;0;0
Scene It? Bright Lights! Big Screen!;Xbox 360;Warner Bros. Interactive Entertainment;2009-11-17;56.0;10;0;7;3;56.02;1;0;1;0;Artificial Mind and Movement;Trivia / Game Show, Miscellaneous;1-4;T;;;;50-74;0;0
Scene It? Bright Lights! Big Screen!;PlayStation 3;Warner Bros. Interactive Entertainment;2009-11-17;53.0;14;0;11;3;0.0;1;0;1;0;Artificial Mind and Movement;Trivia / Game Show, Miscellaneous;1-4;T;;;;50-74;0;0
Scene It? Lights, Camera, Action;Xbox 360;Microsoft Game Studios;2007-11-06;73.0;41;18;23;0;81.02;12;11;1;0;Screenlife Games, WXP;Trivia / Game Show, Miscellaneous;1-4;T;;;;50-74;0;1
Scene It? Movie Night;Xbox 360;Screenlife Games;2011-11-30;70.0;7;1;6;0;0.0;1;0;1;0;Sarbakan Inc.;;;;;;;50-74;0;0
Scene It? Twilight;Wii;Konami;2009-11-24;49.0;5;0;2;3;0.0;1;0;0;1;Artificial Mind and Movement;;;;;;;50-;0;0
Schizoid;Xbox 360;Microsoft Game Studios;2008-07-09;68.0;20;8;10;2;78.01;8;6;2;0;Torpex Games LLC;Action, General;1-4;E;;;;50-74;0;1
Schrodinger's Cat and the Raiders of the Lost Quark;Xbox One;Team 17;2015-05-13;67.0;5;1;4;0;0.0;0;0;0;0;Italic Pig;;;;;;;50-74;0;0
Schrodinger's Cat and the Raiders of the Lost Quark;PC;Team 17;2014-09-23;59.0;13;4;6;3;63.01;4;2;0;2;Italic Pig;;;;;;;50-74;0;0
Schrodinger's Cat and the Raiders of the Lost Quark;PlayStation 4;Team 17;2015-05-12;61.0;22;4;15;3;0.0;0;0;0;0;Italic Pig;;;;;;;50-74;0;0
Scooby Doo!  Who's Watching Who?;Playstation Portable;THQ;2006-10-16;54.0;7;0;4;3;0.0;0;0;0;0;THQ;Adventure, General;No Online Multiplayer;E;;;;50-74;1;1
Scooby-Doo;GBA;THQ;2001-11-15;64.0;5;1;4;0;0.0;0;0;0;0;Helixe;;;;;;;50-74;1;1
Scooby-Doo 2: Monsters Unleashed;GBA;THQ;2004-03-16;46.0;5;0;2;3;0.0;0;0;0;0;Altron;Action, General;No Online Multiplayer;E;;;;50-;1;0
Scooby-Doo!  Who's Watching Who?;DS;THQ;2006-10-16;56.0;11;0;7;4;0.0;0;0;0;0;Human Soft;3D, Adventure, Action Adventure, Fantasy, General, Third-Person;No Online Multiplayer;E;;;;50-74;1;1
Scooby-Doo! Classic Creep Capers;Nintendo 64;THQ;2001-03-01;53.0;5;0;3;2;65.0;5;0;5;0;Terraglyph Interactive Studios;;;;;;;50-74;0;1
Scooby-Doo! First Frights;Wii;Warner Bros. Interactive Entertainment;2009-09-22;56.0;5;0;4;1;76.02;6;4;0;2;Torus Games;Action, Platformer, Linear, 3D, Adventure, Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;0;0
Scooby-Doo! Mystery Mayhem;Xbox;THQ;2004-03-02;56.0;10;1;7;2;0.0;0;0;0;0;Artificial Mind and Movement;Action Adventure, Modern;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Mystery Mayhem;Gamecube;THQ;2004-03-02;54.0;17;2;11;4;0.0;2;1;1;0;Artificial Mind and Movement;Action Adventure, Modern;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Mystery Mayhem;PlayStation 2;THQ;2004-03-02;55.0;17;1;12;4;78.01;3;3;0;0;Artificial Mind and Movement;Action Adventure, Modern;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Night of 100 Frights;Gamecube;THQ;2002-09-16;68.0;11;4;7;0;75.0;7;5;2;0;THQ;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Night of 100 Frights;Xbox;THQ;2003-08-27;66.0;16;5;11;0;80.0;3;2;1;0;THQ;Action Adventure, Fantasy;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Night of 100 Frights;PlayStation 2;THQ;2002-05-20;69.0;20;4;16;0;85.0;8;6;1;1;Heavy Iron Studios;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Unmasked;GBA;THQ;2005-09-12;48.0;4;1;1;2;0.0;0;0;0;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-;1;0
Scooby-Doo! Unmasked;DS;THQ;2005-10-18;60.0;5;0;4;1;76.02;3;1;2;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;1;0
Scooby-Doo! Unmasked;Gamecube;THQ;2005-09-12;64.0;12;4;7;1;63.98;2;2;0;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Unmasked;Xbox;THQ;2005-09-12;62.0;15;2;12;1;0.0;1;1;0;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! Unmasked;PlayStation 2;THQ;2005-09-12;61.0;18;2;14;2;85.0;3;3;0;0;Artificial Mind and Movement;Action, Platformer, 3D;No Online Multiplayer;E;;;;50-74;0;0
Scooby-Doo! and the Spooky Swamp;Wii;Warner Bros. Interactive Entertainment;2010-09-14;76.0;5;2;3;0;83.98;3;2;1;0;Torus Games;Action Adventure, Modern, General;No Online Multiplayer;E10+;;;;75-89;0;0
Scooby-Doo: Mystery Mayhem;GBA;THQ;2003-09-10;53.0;6;0;5;1;0.0;1;1;0;0;Artificial Mind and Movement;Action, General;No Online Multiplayer;E;;;;50-74;1;1
Score Rush Extended;PlayStation 4;Xona Games;2016-05-31;80.0;9;8;1;0;75.0;3;3;0;0;Xona Games;;;;;;;75-89;0;1
Scott Pilgrim vs. the World: The Game;Xbox 360;Ubisoft;2010-08-25;73.0;25;14;11;0;75.0;12;9;2;1;Ubisoft Montreal;;;;;;;50-74;0;0
Scott Pilgrim vs. the World: The Game;PlayStation 3;Ubisoft;2010-08-10;77.0;49;33;16;0;78.01;30;22;3;5;Ubisoft Montreal;;;;;;Anamanaguchi;75-89;0;0
Scourge: Outbreak;Xbox 360;UFO Interactive;2013-07-03;40.0;19;0;5;14;66.99;13;8;2;3;Tragnarion Studios;;;;;;;50-;0;0
Scram Kitty DX;PlayStation 4;Dakko Dakko;2015-02-25;74.0;4;3;1;0;56.99;1;0;1;0;Dakko Dakko;;;;;;;50-74;0;1
Scram Kitty and His Buddy on Rails;Wii U;Dakko Dakko;2014-05-15;79.0;25;17;8;0;76.99;7;4;2;1;Dakko Dakko;;;;;;;75-89;0;1
Scramble;Xbox 360;Konami;2006-09-13;47.0;13;0;7;6;76.99;4;3;0;1;Digital Eclipse;Shooter, Action, Horizontal, Shoot-'Em-Up, Scrolling, General;1-4;E;;;;50-;0;1
Scrap Garden;PC;Flazm;2016-05-06;58.0;7;0;7;0;0.0;0;0;0;0;Egidijus Bachur;;No Online Multiplayer;;;;;50-74;0;1
Scrap Metal;Xbox 360;Slick Entertainment;2010-03-10;63.0;35;12;18;5;80.0;0;0;0;0;Slick Entertainment;;;;;;;50-74;0;1
Scrapland;Xbox;Enlight Software;2005-02-28;73.0;20;12;8;0;70.0;4;2;1;1;Mercury Steam;Action Adventure, Sci-Fi;1-4;T;;;;50-74;0;0
Scrapland;PC;Enlight Software;2004-11-04;72.0;37;18;19;0;85.0;6;6;0;0;Mercury Steam;Action Adventure, Action, Sci-Fi, General;1-16;T;;;;50-74;0;0
Scratches;PC;Got Game Entertainment;2006-03-08;67.0;18;9;6;3;78.98;18;14;0;4;Nucleosys;Adventure, Point-and-Click, General;No Online Multiplayer;T;;;;50-74;0;1
ScreamRide;Xbox One;Microsoft Game Studios;2015-03-03;71.0;63;27;36;0;48.01;17;10;4;3;Frontier Developments;;;;;;;50-74;0;0
Screamer 4x4;PC;Virgin Interactive;2001-12-03;77.0;6;4;2;0;76.99;6;5;0;1;Clever's Development;Driving, Automobile, Simulation, Racing, Rally / Offroad;1-4;E;;;;75-89;0;1
Screencheat;PC;Surprise Attack;2014-10-21;71.0;7;2;5;0;73.01;2;1;1;0;Samurai Punk;;;;;;;50-74;0;0
Screencheat;Xbox One;Surprise Attack;2016-03-01;72.0;7;5;2;0;0.0;0;0;0;0;Samurai Punk;;;;;;;50-74;0;0
Screencheat;PlayStation 4;Surprise Attack;2016-03-01;69.0;11;3;8;0;53.01;1;1;0;0;Samurai Punk;Shooter, Action, Tactical, Arcade, First-Person;1-8;E10+;;;;50-74;0;0
Screwjumper!;Xbox 360;THQ;2007-11-14;40.0;13;0;3;10;34.0;5;2;0;3;Frozen Codebase;Action, General;1-4;E10+;;;;50-;0;1
Scribble;Wii U;Bear Box Media;2016-12-15;72.0;4;1;3;0;0.0;0;0;0;0;Bear Box Media;;;;;;;50-74;0;1
Scribblenauts;DS;Warner Bros. Interactive Entertainment;2009-09-15;79.0;72;46;26;0;76.02;46;27;16;3;5TH Cell;;;;Jeremiah Slaczka;;;75-89;1;1
Scribblenauts Mega Pack;Switch;Warner Bros. Interactive Entertainment;2018-09-18;76.0;5;4;1;0;80.0;0;0;0;0;5TH Cell;Compilation, Miscellaneous;No Online Multiplayer;E10+;;;;75-89;0;0
Scribblenauts Mega Pack;PlayStation 4;Warner Bros. Interactive Entertainment;2018-09-18;79.0;6;5;1;0;0.0;0;0;0;0;5TH Cell;Compilation, Miscellaneous;No Online Multiplayer;E10+;;;;75-89;0;0
Scribblenauts Showdown;Xbox One;Warner Bros. Interactive Entertainment;2018-03-06;66.0;9;2;7;0;0.0;1;0;1;0;Warner Bros. Interactive Entertainment;Action, Puzzle;No Online Multiplayer;E10+;;;;50-74;0;0
Scribblenauts Showdown;PlayStation 4;Warner Bros. Interactive Entertainment;2018-03-06;64.0;17;3;13;1;66.02;2;1;1;0;Warner Bros. Interactive Entertainment;Action, Puzzle;No Online Multiplayer;E10+;;;;50-74;0;0
Scribblenauts Showdown;Switch;Warner Bros. Interactive Entertainment;2018-03-06;47.0;20;1;11;8;41.02;4;1;1;2;Warner Bros. Interactive Entertainment;Action, Puzzle;No Online Multiplayer;E10+;;;;50-;0;0
Scribblenauts Unlimited;3DS;Warner Bros. Interactive Entertainment;2012-11-13;73.0;13;6;7;0;76.99;7;3;3;1;5TH Cell;Action, Platformer, 2D, Puzzle;No Online Multiplayer;E10+;;;;50-74;1;0
Scribblenauts Unlimited;PC;Warner Bros. Interactive Entertainment;2012-11-19;75.0;14;7;7;0;76.99;32;22;9;1;5TH Cell;;;;;;;75-89;0;0
Scribblenauts Unlimited;Wii U;Warner Bros. Interactive Entertainment;2012-11-13;73.0;42;24;18;0;73.98;21;13;7;1;5TH Cell;Action, Platformer, 2D, Puzzle;1-4;E10+;;;;50-74;0;0
Scribblenauts Unmasked: A DC Comics Adventure;3DS;Warner Bros. Interactive Entertainment;2013-09-24;68.0;7;1;6;0;61.02;3;0;3;0;5TH Cell;;;;;;;50-74;1;0
Scribblenauts Unmasked: A DC Comics Adventure;PC;Warner Bros. Interactive Entertainment;2013-09-24;68.0;14;6;8;0;60.0;6;1;5;0;5TH Cell;Action, Platformer, 2D, Puzzle;No Online Multiplayer;E10+;;;;50-74;0;0
Scribblenauts Unmasked: A DC Comics Adventure;Wii U;Warner Bros. Interactive Entertainment;2013-09-24;71.0;17;5;12;0;63.01;4;1;3;0;5TH Cell;Action, Platformer, 2D, Puzzle;1-4;E10+;;;;50-74;0;0
Scrolls;PC;Mojang AB;2014-12-12;73.0;14;8;6;0;75.0;17;11;3;3;Mojang AB;;;;;;;50-74;0;1
Scurge: Hive;GBA;SouthPeak Games;2006-10-31;76.0;5;4;1;0;86.02;0;0;0;0;Orbital Media Inc.;Action Adventure, Fantasy;No Online Multiplayer;E10+;;;;75-89;1;0
Scurge: Hive;DS;SouthPeak Games;2006-11-01;70.0;29;13;14;2;73.98;1;0;1;0;Orbital Media Inc.;Action Adventure, Fantasy, General;No Online Multiplayer;E10+;;;;50-74;1;0
Sea Dogs;PC;Bethesda Softworks;2000-11-24;71.0;15;8;6;1;85.0;4;4;0;0;Akella;Civilian, Combat, Marine, Simulation, Ship;No Online Multiplayer;T;;;;50-74;0;1
Sea Life Safari;Xbox 360;Sierra Entertainment;2008-06-18;57.0;22;4;13;5;0.0;1;1;0;0;Wanako Studios;Adventure, General;No Online Multiplayer;E;;;;50-74;0;1
Sea Monsters: A Prehistoric Adventure;DS;DSI Games;2008-01-07;43.0;4;0;0;4;25.0;1;0;0;1;Atomic Planet Entertainment;;;;;;;50-;1;0
Sea Trader: Rise of Taipan;GBA;Jaleco Entertainment;2003-01-03;68.0;7;1;6;0;0.0;1;1;0;0;Jaleco Entertainment;Turn-Based, Fantasy, Strategy;No Online Multiplayer;T;;;;50-74;1;1
Sea of Thieves;PC;Microsoft Game Studios;2018-03-20;66.0;29;7;21;1;41.02;161;44;19;98;Rare Ltd.;Massively Multiplayer Online, Role-Playing;Online Multiplayer;T;;;;50-74;0;0
Sea of Thieves;Xbox One;Microsoft Game Studios;2018-03-20;69.0;71;21;48;2;50.0;635;286;77;272;Rare Ltd.;Massively Multiplayer Online, Role-Playing;1-4;T;;;;50-74;0;0
SeaBlade;Xbox;Simon & Schuster;2002-11-20;48.0;11;0;5;6;0.0;3;1;0;2;Simon & Schuster;Shooter, Action, Sci-Fi, Third-Person;1-4;T;;;;50-;0;1
Seaman;Dreamcast;Sega;2000-08-09;82.0;24;18;5;1;83.98;9;8;0;1;Vivarium;;;;Satoshi Endo;;;75-89;0;1
Season Ticket Baseball 2003;PC;Atari;2002-03-24;78.0;5;3;2;0;78.98;7;6;1;0;Out Of The Park Developments;;;;;;;75-89;0;1
Seasons After Fall;PlayStation 4;Focus Home Interactive;2017-05-16;64.0;9;2;6;1;60.0;3;1;1;1;Swing Swing Submarine;;;;;;;50-74;0;0
Seasons After Fall;PC;Focus Home Interactive;2016-09-02;75.0;27;17;9;1;68.98;5;1;4;0;Swing Swing Submarine;;No Online Multiplayer;;;;;75-89;0;0
Seasons after Fall;Xbox One;Focus Home Interactive;2017-05-16;75.0;6;4;2;0;76.02;2;1;1;0;Focus Home Interactive;;;;;;;75-89;0;1
Sebastien Loeb Rally Evo;Xbox One;Square Enix;2016-01-29;63.0;8;0;7;1;78.01;3;1;1;1;Milestone S.r.l;;;;;;;50-74;0;0
Sebastien Loeb Rally Evo;PC;Milestone S.r.l;2016-01-29;67.0;14;5;8;1;71.99;9;3;4;2;Milestone S.r.l;;;;;;;50-74;0;0
Sebastien Loeb Rally Evo;PlayStation 4;Square Enix;2016-01-29;71.0;28;14;14;0;76.02;14;11;2;1;Milestone S.r.l;General, Racing;1-16;E;;;;50-74;0;0
Second Sight;PC;Codemasters;2005-02-18;73.0;19;9;10;0;75.0;7;5;0;2;Free Radical Design;Action Adventure, Sci-Fi, General;No Online Multiplayer;T;;;;50-74;0;0
Second Sight;Gamecube;Codemasters;2004-09-21;77.0;34;24;10;0;83.98;7;5;2;0;Free Radical Design;Action Adventure, Sci-Fi;No Online Multiplayer;T;;;;75-89;0;0
Second Sight;Xbox;Codemasters;2004-09-21;75.0;46;28;18;0;82.97;5;3;2;0;Free Radical Design;Action Adventure, Sci-Fi;No Online Multiplayer;T;;;;75-89;0;0
Second Sight;PlayStation 2;Codemasters;2004-09-21;76.0;48;32;16;0;81.02;11;8;2;1;Free Radical Design;Action Adventure, Sci-Fi;No Online Multiplayer;T;;;;75-89;0;0
Secret Agent Barbie: Royal Jewels Mission;GBA;VU Games;2002-10-08;71.0;4;1;3;0;0.0;0;0;0;0;Digital Illusions;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-74;1;1
Secret Agent Clank;PlayStation 2;Sony Interactive Entertainment;2009-05-26;61.0;9;0;8;1;65.0;7;2;2;3;Sanzaru Games;;;;;;;50-74;0;0
Secret Agent Clank;Playstation Portable;Sony Interactive Entertainment;2008-06-17;72.0;56;24;32;0;78.01;12;7;3;2;High Impact Games;Action, Platformer, 3D;No Online Multiplayer;E10+;;;;50-74;1;0
Secret Files 2: Puritas Cordis;Wii;Deep Silver;2011-03-29;70.0;6;1;5;0;0.0;0;0;0;0;Deep Silver;;;;;;;50-74;0;0
Secret Files 2: Puritas Cordis;PC;Deep Silver;2009-10-29;64.0;14;4;10;0;70.0;3;0;2;1;Fusionsphere Systems, Animation Arts;;;;;;;50-74;0;0
Secret Files 3;PC;Deep Silver;2012-09-13;67.0;14;5;8;1;61.99;2;0;0;2;Animation Arts;;No Online Multiplayer;;Damien Goodwin;;;50-74;0;1
Secret Files: Tunguska;DS;Deep Silver;2010-06-22;71.0;6;2;4;0;75.0;2;0;2;0;10tacle Studios, Fusionsphere Systems;Adventure, General;No Online Multiplayer;T;;;;50-74;1;0
Secret Files: Tunguska;Wii;Deep Silver;2010-06-22;65.0;12;1;11;0;78.98;1;1;0;0;10tacle Studios, Fusionsphere Systems;Adventure, General, Third-Person, Modern;No Online Multiplayer;T;;;;50-74;0;0
Secret Files: Tunguska;PC;The Adventure Company;2006-10-30;66.0;26;8;18;0;73.98;8;3;2;3;Fusionsphere Systems;Adventure, General;No Online Multiplayer;T;;;;50-74;0;0
Secret Ponchos;PlayStation 4;Switchblade Monkeys;2014-12-02;64.0;16;1;15;0;66.02;38;25;11;2;Switchblade Monkeys;Shooter, Action, Arcade, First-Person, Historic;1-8;T;;;;50-74;0;1
Secret Ponchos: Most Wanted;PC;Switchblade Monkeys;2015-10-13;73.0;4;2;2;0;73.98;4;4;0;0;Switchblade Monkeys;;;;;;;50-74;0;1
Secret Service: Security Breach;PC;Activision;2003-10-28;45.0;4;0;2;2;0.0;1;1;0;0;;;;;;;;50-;0;1
Secret Weapons Over Normandy;PC;LucasArts;2003-11-18;72.0;26;18;7;1;76.02;4;1;1;2;Totally Games;Flight, Combat, Simulation, WWII;No Online Multiplayer;T;;;;50-74;0;0
Secret Weapons Over Normandy;PlayStation 2;LucasArts;2003-11-18;81.0;26;22;4;0;82.97;11;8;1;2;Totally Games;Flight, Simulation, WWII;1-4;T;;;;75-89;0;0
