title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;url
Vanishing Point;;Acclaim;Feb  5, 2001;68;11;4;5;2;tbd;1;1;0;0;Clockwork Games;;;;;;;https://www.metacritic.com/game/playstation/vanishing-point
Mega Man X5;;Capcom;Feb  1, 2001;76;10;6;4;0;8.8;27;23;3;1;Capcom;Action, Platformer, 2D;1 Player;E;;;;https://www.metacritic.com/game/playstation/mega-man-x5
Championship Motocross 2001 Featuring Ricky Carmichael;;THQ;Jan 30, 2001;70;8;5;2;1;tbd;0;0;0;0;Funcom;;;;;;;https://www.metacritic.com/game/playstation/championship-motocross-2001-featuring-ricky-carmichael
Darkstone;;Take-Two Interactive;Jan 28, 2001;58;10;2;5;3;8.1;6;3;1;2;Delphine Software International;Role-Playing, Action RPG;1 Player;T;;;;https://www.metacritic.com/game/playstation/darkstone
Ducati World Racing Challenge;;Acclaim;Jan  2, 2001;68;7;3;4;0;tbd;;;;;Attention To Detail;;;;;;;https://www.metacritic.com/game/playstation/ducati-world-racing-challenge
Persona 2: Eternal Punishment;;Atlus Co.;Dec 22, 2000;83;11;10;1;0;3.0;4;4;0;0;Atlus Co.;Role-Playing, Console-style RPG;1 Player;T;;;;https://www.metacritic.com/game/playstation/persona-2-eternal-punishment
Disney's The Lion King: Simba's Mighty Adventure;;Activision;Dec 22, 2000;30;5;0;1;4;7.5;3;2;1;0;Paradox Development;;;;;;;https://www.metacritic.com/game/playstation/disneys-the-lion-king-simbas-mighty-adventure
Gold and Glory:  The Road to El Dorado;;Ubisoft;Dec 19, 2000;34;4;0;0;4;tbd;0;0;0;0;Revolution Software;;;;;;;https://www.metacritic.com/game/playstation/gold-and-glory-the-road-to-el-dorado
Contender 2;;Bam Entertainment;Dec 19, 2000;;;;;;tbd;0;0;0;0;Bam Entertainment;Sports, Traditional, Boxing;1-2;T;;;;https://www.metacritic.com/game/playstation/contender-2
Lunar 2: Eternal Blue Complete;;Working Designs;Dec 15, 2000;86;12;11;1;0;9.1;9;8;1;0;Game Arts;Role-Playing, Console-style RPG;;T;;;;https://www.metacritic.com/game/playstation/lunar-2-eternal-blue-complete
Razor Freestyle Scooter;;Crave;Dec 11, 2000;65;11;3;6;2;tbd;1;1;0;0;Shaba Games;;;;;;;https://www.metacritic.com/game/playstation/razor-freestyle-scooter
NCAA March Madness 2001;;EA Sports;Dec  6, 2000;71;9;5;4;0;tbd;0;0;0;0;Black Ops Entertainment;;;;;;;https://www.metacritic.com/game/playstation/ncaa-march-madness-2001
Colin McRae Rally 2.0;;Codemasters;Dec  5, 2000;90;13;12;1;0;8.2;4;4;0;0;Codemasters;Driving, Racing, Rally / Offroad;1-2;E;;;;https://www.metacritic.com/game/playstation/colin-mcrae-rally-20
Evil Dead: Hail to the King;;THQ;Dec  4, 2000;51;8;0;5;3;5.7;3;1;0;2;Heavy Iron Studios;Action Adventure, Horror;1 Player;M;;;;https://www.metacritic.com/game/playstation/evil-dead-hail-to-the-king
Championship Surfer;;Mattel;Dec  4, 2000;57;5;0;2;3;tbd;1;1;0;0;Krome Studios;;;;;;;https://www.metacritic.com/game/playstation/championship-surfer
The Mummy;;Konami;Nov 30, 2000;55;5;0;4;1;6.5;2;1;0;1;Rebellion;Action, General;1 Player;T;;;;https://www.metacritic.com/game/playstation/the-mummy
Breath of Fire IV;;Capcom;Nov 28, 2000;83;10;9;1;0;8.9;14;11;2;1;Capcom;Role-Playing, Console-style RPG;1 Player;T;;;Yoshino Aoki;https://www.metacritic.com/game/playstation/breath-of-fire-iv
Bugs Bunny & Taz: Time Busters;;Infogrames;Nov 24, 2000;72;5;3;2;0;8.3;10;8;2;0;Artificial Mind and Movement;;;;;;;https://www.metacritic.com/game/playstation/bugs-bunny-taz-time-busters
Blade;;Activision;Nov 23, 2000;51;11;2;2;7;8.7;3;2;1;0;Hammerhead;Action Adventure, Horror;1 Player;M;;;;https://www.metacritic.com/game/playstation/blade
Harvest Moon: Back To Nature;;Natsume;Nov 22, 2000;82;6;5;1;0;8.9;30;30;0;0;Victor Interactive Software;Strategy, Breeding/Constructing;1 Player;E;Masayuki Kisaki, Teru Kurouta, Rouge Kaizuki, Magoichi Oritake;;Miyuki Homareda;https://www.metacritic.com/game/playstation/harvest-moon-back-to-nature
Army Men: Sarge's Heroes 2;;3DO;Nov 21, 2000;48;8;1;3;4;7.1;2;1;1;0;3DO;Action, General;1-2;T;;;;https://www.metacritic.com/game/playstation/army-men-sarges-heroes-2
Supercross;;EA Sports;Nov 21, 2000;73;7;3;4;0;tbd;;;;;Page 44 Studios;;;;;;;https://www.metacritic.com/game/playstation/supercross
WWF SmackDown! 2: Know Your Role;;THQ;Nov 21, 2000;90;15;15;0;0;8.3;13;12;1;0;Yuke's;Action, Fighting, Wrestling;1-4;T;;;;https://www.metacritic.com/game/playstation/wwf-smackdown!-2-know-your-role
Batman Beyond: Return of the Joker;;Kemco;Nov 20, 2000;;;;;;3.8;0;0;0;0;Kemco;;;;;;;https://www.metacritic.com/game/playstation/batman-beyond-return-of-the-joker
HBO Boxing;;Acclaim;Nov 20, 2000;26;7;0;2;5;4.0;0;0;0;0;Osiris Studios;;;;;;;https://www.metacritic.com/game/playstation/hbo-boxing
007 Racing;;Electronic Arts;Nov 20, 2000;51;16;1;9;6;4.7;2;0;0;2;Eutechnyx;;;;;;;https://www.metacritic.com/game/playstation/007-racing
Torneko:  The Last Hope;;Enix Corporation;Nov 15, 2000;66;5;1;3;1;tbd;0;0;0;0;Matrix Software;Role-Playing, Console-style RPG;1 Player;T;;;;https://www.metacritic.com/game/playstation/torneko-the-last-hope
Disney's Donald Duck: Goin' Quackers;;Ubisoft;Nov 14, 2000;65;4;1;3;0;7.8;2;1;1;0;Ubisoft Shanghai;;;;;;;https://www.metacritic.com/game/playstation/disneys-donald-duck-goin-quackers
FIFA 2001 Major League Soccer;;EA Sports;Nov 14, 2000;85;10;9;1;0;7.8;4;2;1;1;EA Sports;;;;;;;https://www.metacritic.com/game/playstation/fifa-2001-major-league-soccer
Final Fantasy IX;;Square EA;Nov 13, 2000;94;22;21;1;0;9.1;183;160;13;10;SquareSoft;Role-Playing, Console-style RPG;1 Player;T;Hiroyuki Itou;;;https://www.metacritic.com/game/playstation/final-fantasy-ix
Power Spike Pro Beach Volleyball;;Infogrames;Nov 13, 2000;48;10;0;6;4;tbd;1;0;0;1;Carapace;;;;;;;https://www.metacritic.com/game/playstation/power-spike-pro-beach-volleyball
Chicken Run;;Eidos Interactive;Nov 13, 2000;75;7;4;3;0;6.6;2;1;1;0;Blitz Games;Action, General;1 Player;E;;;;https://www.metacritic.com/game/playstation/chicken-run
Tiger Woods PGA Tour Golf;;EA Sports;Nov 13, 2000;65;7;1;6;0;tbd;;;;;EA Sports;;;;;;;https://www.metacritic.com/game/playstation/tiger-woods-pga-tour-golf
Ultimate Fighting Championship;;Crave;Nov 13, 2000;53;6;1;4;1;7.4;8;4;3;1;Opus;Action, Fighting, 3D;1-2;T;;;;https://www.metacritic.com/game/playstation/ultimate-fighting-championship
Looney Tunes Racing;;Infogrames;Nov 13, 2000;71;11;6;4;1;tbd;1;1;0;0;Circus Freak;;;;;;;https://www.metacritic.com/game/playstation/looney-tunes-racing
Disney's The Emperor's New Groove;;SCEA;Nov 13, 2000;66;8;4;3;1;7.6;1;0;1;0;Disney Interactive;Action, General;1 Player;E;;;;https://www.metacritic.com/game/playstation/disneys-the-emperors-new-groove
NCAA Final Four 2001;;SCEA;Nov 13, 2000;55;7;0;6;1;tbd;;;;;989 Sports;;;;;;;https://www.metacritic.com/game/playstation/ncaa-final-four-2001
Driver 2;;Infogrames;Nov 13, 2000;62;14;7;5;2;7.8;35;25;9;1;Reflections Interactive;Driving, Mission-based;1-2;T;;;;https://www.metacritic.com/game/playstation/driver-2
Star Wars: Demolition;;LucasArts;Nov 12, 2000;63;11;3;7;1;7.0;2;1;1;0;Luxoflux, Inc.;;;;;;;https://www.metacritic.com/game/playstation/star-wars-demolition
RC de GO!;;Acclaim;Nov  9, 2000;80;5;4;1;0;tbd;0;0;0;0;Taito Corporation;Driving, Racing, Arcade;1 Player;E;;;;https://www.metacritic.com/game/playstation/rc-de-go!
Ready 2 Rumble Boxing: Round 2;;Midway;Nov  9, 2000;68;5;0;5;0;tbd;0;0;0;0;Point of View;;;;;;;https://www.metacritic.com/game/playstation/ready-2-rumble-boxing-round-2
Disney's 102 Dalmatians: Puppies to the Rescue;;Eidos Interactive;Nov  8, 2000;;;;;;7.6;1;1;0;0;Toys for Bob;;;;;;;https://www.metacritic.com/game/playstation/disneys-102-dalmatians-puppies-to-the-rescue
The Dukes of Hazzard II: Daisy Dukes It Out;;SouthPeak Games;Nov  7, 2000;53;5;0;3;2;tbd;1;1;0;0;Sinister Games;;;;;;;https://www.metacritic.com/game/playstation/the-dukes-of-hazzard-ii-daisy-dukes-it-out
Sheep;;Empire Interactive;Nov  6, 2000;71;6;3;3;0;tbd;1;1;0;0;Minds-Eye Productions;Strategy, General;1-2;E;;;;https://www.metacritic.com/game/playstation/sheep
007: The World is not Enough;;Electronic Arts;Nov  6, 2000;61;11;4;7;0;6.8;25;13;6;6;Black Ops Entertainment;;;;;;;https://www.metacritic.com/game/playstation/007-the-world-is-not-enough
Incredible Crisis;;Titus Software;Nov  6, 2000;80;11;8;3;0;7.5;4;1;3;0;Polygon Magic;Action, General;1-2;T;;;;https://www.metacritic.com/game/playstation/incredible-crisis
NASCAR Heat;;Hasbro Interactive;Nov  6, 2000;62;5;2;2;1;tbd;2;1;0;1;Monster Games Inc.;;;;;;;https://www.metacritic.com/game/playstation/nascar-heat
Gundam: Battle Assault;;Bandai;Nov  6, 2000;61;4;1;3;0;7.6;1;0;1;0;Natsume;Action, Fighting, 2D;1-2;T;;;;https://www.metacritic.com/game/playstation/gundam-battle-assault
You Don't Know Jack: Mock 2;;Sierra Entertainment;Nov  6, 2000;82;6;6;0;0;tbd;0;0;0;0;Jellyvision;;;;;;;https://www.metacritic.com/game/playstation/you-dont-know-jack-mock-2
Crash Bash;;SCEA;Nov  6, 2000;68;12;6;5;1;8.2;33;21;11;1;Eurocom Entertainment Software;Miscellaneous, Party;1-4;E;;;;https://www.metacritic.com/game/playstation/crash-bash
