title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;url
Rock 'Em Sock 'Em Robots;GBA;DSI Games;Oct  2, 2006;21.0;5.0;0.0;1.0;4.0;3.3;3.0;3.0;0.0;0.0;Full Fat;Action, Fighting, 2D;1-2;E;;;;https://www.metacritic.com/game/game-boy-advance/rock-em-sock-em-robots
Uno / Skip-Bo;GBA;Jack of All Games;Oct  2, 2006;75.0;4.0;4.0;0.0;0.0;tbd;0.0;0.0;0.0;0.0;Black Lantern Studios;;;;;;;https://www.metacritic.com/game/game-boy-advance/uno-skip-bo
Backyard Sports Football 2007;GBA;Atari;Sep 26, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Humongous Entertainment;;;;;;;https://www.metacritic.com/game/game-boy-advance/backyard-sports-football-2007
Battle B-Daman: Fire Spirits!;GBA;Atlus Co.;Sep 26, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Atlus Co.;;;;;;;https://www.metacritic.com/game/game-boy-advance/battle-b-daman-fire-spirits!
Open Season;GBA;Ubisoft;Sep 19, 2006;;;;;;7.6;1.0;1.0;0.0;0.0;Ubisoft Montreal;Action, Platformer, 3D;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/open-season
Danny Phantom: Urban Jungle;GBA;THQ;Sep 19, 2006;57.0;4.0;1.0;2.0;1.0;tbd;;;;;Altron;Action, Shooter, Scrolling;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/danny-phantom-urban-jungle
Capcom Classics Mini Mix;GBA;Capcom;Sep 19, 2006;66.0;8.0;3.0;4.0;1.0;tbd;1.0;1.0;0.0;0.0;Sensory Sweep;Miscellaneous, Compilation;1 Player;T;;;;https://www.metacritic.com/game/game-boy-advance/capcom-classics-mini-mix
Dogz Fashion;GBA;Ubisoft;Sep 19, 2006;;;;;;8.0;4.0;4.0;0.0;0.0;MTO;Miscellaneous, Virtual Life;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/dogz-fashion
Pokemon Mystery Dungeon: Red Rescue Team;GBA;Nintendo;Sep 18, 2006;67.0;17.0;7.0;8.0;2.0;8.3;21.0;17.0;4.0;0.0;ChunSoft;Role-Playing, Console-style RPG;1 Player;E;Seiichiro Nagahata;;;https://www.metacritic.com/game/game-boy-advance/pokemon-mystery-dungeon-red-rescue-team
Bratz: Forever Diamondz;GBA;THQ;Sep 18, 2006;;;;;;tbd;0.0;0.0;0.0;0.0;Barking Lizards;Action Adventure, Modern;1 Player;E;;;;https://www.metacritic.com/game/game-boy-advance/bratz-forever-diamondz
